Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
53,Female,Port Harcourt,Low,Novice,Digital Payments,Weekly,Mobile App,Low Fees,Paga,4.04,17.81,0,No,No,1
29,Male,Lagos,Low,Novice,Digital Payments,Monthly,Web Platform,Low Fees,Paga,2.68,14.41,0,No,No,2
44,Male,Kano,High,Expert,Blockchain Services,Daily,Agent Banking,Low Fees,Kuda,4.78,18.72,1000,No,No,7
57,Male,Ibadan,Middle,Expert,Micro-Lending,Weekly,Agent Banking,Speed,Opay,4.4,18.17,2000,No,No,2
19,Female,Enugu,Low,Intermediate,Mobile Banking App,Weekly,Mobile App,Low Fees,Opay,2.05,9.15,1000,No,Yes,3
30,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Daily,USSD,Low Fees,Opay,3.77,17.49,2000,No,No,9
49,Male,Enugu,High,Expert,Blockchain Services,Weekly,Mobile App,Convenience,Paga,1.73,12.35,0,Yes,No,1
48,Female,Lagos,Middle,Intermediate,Investment Platforms,Weekly,USSD,Security,PalmPay,1.29,5.25,0,No,No,9
33,Male,Enugu,High,Novice,Digital Payments,Weekly,USSD,Speed,FairMoney,4.46,17.02,1000,No,No,6
49,Female,Enugu,Low,Novice,Blockchain Services,Daily,USSD,Low Fees,Opay,2.08,18.39,0,No,No,9
49,Female,Lagos,High,Intermediate,Blockchain Services,Weekly,Agent Banking,Security,PalmPay,1.42,3.98,1000,No,Yes,8
51,Female,Lagos,Middle,Novice,Micro-Lending,Daily,Agent Banking,Low Fees,Carbon,4.84,18.78,500,No,Yes,7
28,Female,Port Harcourt,Low,Novice,Investment Platforms,Weekly,USSD,Low Fees,FairMoney,0.64,13.02,1000,No,No,7
27,Male,Enugu,Middle,Expert,Digital Payments,Monthly,USSD,Convenience,FairMoney,2.15,2.95,2000,No,No,6
32,Female,Kano,High,Intermediate,Investment Platforms,Daily,Agent Banking,Security,Opay,0.67,11.98,2000,No,Yes,8
34,Female,Lagos,Middle,Expert,Investment Platforms,Weekly,USSD,Convenience,Paga,2.77,16.44,2000,No,No,9
57,Male,Ibadan,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Convenience,Kuda,2.31,11.83,1000,Yes,Yes,8
35,Female,Enugu,Low,Expert,Mobile Banking App,Weekly,USSD,Low Fees,Paga,3.74,14.88,500,No,No,9
26,Male,Lagos,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,FairMoney,4.79,17.89,1000,Yes,Yes,5
42,Male,Kano,Low,Intermediate,Blockchain Services,Weekly,Mobile App,Low Fees,PalmPay,2.84,17.72,1000,No,Yes,3
57,Female,Kaduna,Low,Novice,Mobile Banking App,Daily,USSD,Security,Carbon,1.78,5.63,500,No,No,4
31,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,USSD,Security,FairMoney,4.42,9.97,0,No,No,4
42,Male,Enugu,High,Novice,Investment Platforms,Weekly,Mobile App,Security,Paga,3.22,4.45,0,Yes,No,9
39,Male,Kaduna,Middle,Intermediate,Blockchain Services,Daily,Web Platform,Security,FairMoney,2.99,12.91,0,No,No,9
47,Male,Lagos,Low,Novice,Digital Payments,Daily,USSD,Low Fees,Kuda,1.35,19.21,0,No,No,1
37,Female,Lagos,Middle,Intermediate,Investment Platforms,Weekly,Web Platform,Low Fees,Kuda,0.68,5.68,0,No,No,5
38,Male,Ibadan,High,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Carbon,2.58,9.56,500,No,Yes,2
61,Male,Ibadan,Middle,Novice,Digital Payments,Daily,USSD,Low Fees,Opay,2.88,19.2,500,Yes,No,5
49,Male,Enugu,Middle,Intermediate,Digital Payments,Daily,Web Platform,Security,Paga,1.07,15.63,1000,No,No,5
63,Female,Kaduna,High,Expert,Mobile Banking App,Daily,USSD,Speed,FairMoney,0.77,3.75,0,No,Yes,3
38,Male,Kaduna,Middle,Novice,Digital Payments,Monthly,USSD,Low Fees,Paga,1.47,10,2000,No,No,4
52,Female,Lagos,Low,Intermediate,Blockchain Services,Daily,Agent Banking,Security,Kuda,0.78,19.79,500,Yes,Yes,7
49,Female,Enugu,Low,Expert,Blockchain Services,Monthly,Web Platform,Convenience,PalmPay,0.75,10.43,500,No,Yes,4
47,Male,Lagos,High,Intermediate,Investment Platforms,Weekly,Agent Banking,Low Fees,Paga,2.5,13.51,0,No,No,3
56,Female,Ibadan,Middle,Intermediate,Investment Platforms,Weekly,Agent Banking,Speed,Kuda,4.15,14.77,2000,No,No,4
29,Male,Kano,Low,Novice,Digital Payments,Daily,Web Platform,Security,PalmPay,3.49,14.12,2000,No,No,2
58,Female,Abuja,Middle,Novice,Mobile Banking App,Rarely,Web Platform,Low Fees,Opay,3.56,11.58,500,No,No,1
64,Female,Abuja,Middle,Novice,Blockchain Services,Monthly,Agent Banking,Security,Opay,1.68,4.82,1000,No,No,5
35,Male,Lagos,High,Novice,Micro-Lending,Daily,USSD,Speed,Kuda,0.55,14.9,2000,No,No,9
38,Male,Kaduna,Low,Expert,Investment Platforms,Daily,USSD,Speed,Kuda,2.53,18.83,1000,No,No,9
30,Male,Ibadan,Middle,Novice,Blockchain Services,Weekly,Mobile App,Convenience,Opay,2.2,18.98,0,Yes,Yes,1
38,Female,Port Harcourt,High,Novice,Digital Payments,Rarely,USSD,Speed,Kuda,4.76,12.88,0,Yes,No,1
25,Female,Port Harcourt,Low,Expert,Blockchain Services,Weekly,Web Platform,Low Fees,Carbon,0.82,11.11,0,Yes,No,8
63,Male,Abuja,Low,Intermediate,Blockchain Services,Weekly,Web Platform,Speed,Paga,3.99,8.34,1000,No,No,7
57,Male,Kano,High,Expert,Digital Payments,Daily,Mobile App,Low Fees,Carbon,2.23,4.31,500,No,No,7
63,Female,Abuja,Middle,Intermediate,Investment Platforms,Weekly,Web Platform,Low Fees,PalmPay,4.23,17.95,1000,No,No,9
24,Female,Lagos,Middle,Novice,Investment Platforms,Daily,Agent Banking,Security,Kuda,2.73,4.9,0,No,Yes,5
40,Female,Kano,Middle,Intermediate,Micro-Lending,Weekly,Mobile App,Low Fees,Kuda,4.19,7.54,2000,No,No,8
61,Male,Port Harcourt,Low,Intermediate,Micro-Lending,Daily,Mobile App,Low Fees,PalmPay,2.6,15.46,500,No,No,7
49,Female,Kaduna,High,Novice,Investment Platforms,Daily,USSD,Convenience,Paga,2.31,14.83,1000,Yes,No,2
28,Male,Ibadan,Low,Novice,Investment Platforms,Weekly,USSD,Security,Opay,4.84,14.42,2000,No,No,2
39,Female,Ibadan,Low,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Carbon,2.16,15.48,2000,No,No,4
39,Female,Lagos,Low,Intermediate,Investment Platforms,Weekly,Agent Banking,Convenience,Paga,4.12,11.98,0,No,No,1
60,Male,Abuja,Low,Novice,Blockchain Services,Monthly,USSD,Security,Opay,0.8,5.21,0,No,Yes,5
42,Male,Lagos,High,Intermediate,Micro-Lending,Daily,USSD,Speed,Opay,0.78,19.97,2000,No,No,5
39,Male,Ibadan,Middle,Novice,Digital Payments,Weekly,Agent Banking,Low Fees,Kuda,2.47,18.11,500,Yes,No,1
45,Female,Port Harcourt,High,Novice,Mobile Banking App,Monthly,USSD,Speed,PalmPay,3.14,10.05,1000,No,No,5
46,Female,Ibadan,Middle,Novice,Digital Payments,Monthly,Mobile App,Security,FairMoney,3.24,11.78,500,No,Yes,4
30,Female,Kano,Middle,Novice,Mobile Banking App,Monthly,Agent Banking,Security,Kuda,0.66,9.39,500,No,No,5
35,Male,Kaduna,Middle,Novice,Blockchain Services,Daily,USSD,Convenience,FairMoney,3.64,13.66,1000,Yes,No,4
19,Female,Kaduna,High,Novice,Micro-Lending,Daily,Web Platform,Low Fees,PalmPay,1.08,15.29,1000,No,No,9
46,Male,Enugu,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Low Fees,Kuda,4.8,6.55,1000,Yes,No,9
38,Male,Ibadan,Low,Expert,Investment Platforms,Weekly,Agent Banking,Convenience,Carbon,2,10.07,500,No,Yes,3
32,Male,Ibadan,Low,Intermediate,Blockchain Services,Daily,Web Platform,Speed,Kuda,1.68,13.7,500,Yes,No,3
44,Female,Kaduna,Low,Intermediate,Mobile Banking App,Weekly,Web Platform,Security,Carbon,1.81,19.79,1000,No,No,3
48,Female,Enugu,Middle,Expert,Investment Platforms,Weekly,Mobile App,Convenience,FairMoney,4.72,8.19,2000,No,No,7
32,Male,Kano,High,Expert,Blockchain Services,Weekly,Agent Banking,Security,Paga,2.67,15.54,2000,No,Yes,1
40,Female,Abuja,Low,Expert,Mobile Banking App,Daily,Web Platform,Speed,Paga,2.46,8.57,1000,No,No,4
41,Male,Ibadan,Low,Novice,Investment Platforms,Daily,USSD,Speed,FairMoney,3.05,4.12,500,No,No,9
61,Male,Kaduna,Low,Intermediate,Micro-Lending,Daily,Agent Banking,Speed,FairMoney,4.69,15.98,1000,No,No,8
30,Female,Lagos,Middle,Expert,Blockchain Services,Weekly,Agent Banking,Low Fees,Kuda,1.89,13.86,0,No,No,3
39,Male,Ibadan,Low,Expert,Mobile Banking App,Daily,Web Platform,Security,Paga,1.31,11.5,2000,No,No,8
60,Male,Lagos,Low,Intermediate,Investment Platforms,Monthly,Web Platform,Security,Opay,3.18,14.31,2000,Yes,No,6
54,Female,Kano,Low,Novice,Micro-Lending,Daily,Mobile App,Convenience,Carbon,2.71,17.89,2000,No,No,3
50,Male,Ibadan,Middle,Expert,Investment Platforms,Monthly,USSD,Security,FairMoney,0.78,15.74,1000,No,No,9
20,Male,Kaduna,Middle,Novice,Micro-Lending,Weekly,Mobile App,Low Fees,PalmPay,2.85,17.51,0,Yes,No,7
36,Male,Kano,Middle,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Carbon,3.03,7.58,2000,No,No,8
40,Male,Kano,Low,Novice,Investment Platforms,Weekly,USSD,Speed,Kuda,3.62,16.51,0,No,No,2
46,Male,Abuja,Middle,Novice,Investment Platforms,Weekly,Web Platform,Security,Paga,4.98,8.8,500,No,No,3
47,Male,Ibadan,Low,Novice,Digital Payments,Weekly,Mobile App,Low Fees,Paga,2.4,2.86,500,No,No,7
56,Male,Lagos,Low,Novice,Blockchain Services,Weekly,Agent Banking,Low Fees,Opay,2.8,3.26,2000,No,No,2
61,Female,Lagos,Middle,Expert,Investment Platforms,Weekly,Mobile App,Security,Paga,0.84,15.28,500,No,No,6
64,Female,Ibadan,Low,Novice,Micro-Lending,Weekly,USSD,Low Fees,Kuda,4.24,7.26,1000,No,No,7
42,Male,Enugu,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Speed,Kuda,0.94,7.88,500,No,No,6
54,Male,Abuja,Low,Expert,Mobile Banking App,Weekly,Mobile App,Security,PalmPay,4.7,13.4,1000,No,No,5
64,Female,Abuja,Low,Intermediate,Blockchain Services,Daily,Agent Banking,Security,Carbon,2.07,15.48,500,Yes,No,9
25,Female,Abuja,High,Novice,Digital Payments,Monthly,USSD,Security,Carbon,2.02,12.28,0,No,No,3
59,Female,Lagos,Middle,Intermediate,Mobile Banking App,Monthly,Agent Banking,Convenience,Carbon,1.98,14.86,500,Yes,No,5
33,Female,Kano,Middle,Novice,Investment Platforms,Rarely,Web Platform,Speed,PalmPay,4.78,18.97,0,No,No,5
25,Female,Kaduna,High,Novice,Mobile Banking App,Daily,USSD,Low Fees,PalmPay,4.91,17.45,1000,No,No,8
18,Male,Enugu,Middle,Intermediate,Mobile Banking App,Monthly,Mobile App,Security,PalmPay,4.88,6.71,500,No,No,8
61,Female,Abuja,Middle,Expert,Digital Payments,Monthly,Agent Banking,Security,Opay,3.67,18.37,500,Yes,No,1
22,Female,Lagos,Middle,Intermediate,Micro-Lending,Weekly,Agent Banking,Low Fees,PalmPay,1,7.7,0,Yes,No,6
20,Female,Lagos,Low,Novice,Mobile Banking App,Weekly,USSD,Speed,Paga,2.24,14.06,500,No,No,6
18,Male,Kano,Low,Novice,Micro-Lending,Rarely,Agent Banking,Low Fees,FairMoney,1.8,17.81,1000,No,No,2
21,Male,Ibadan,Middle,Novice,Blockchain Services,Rarely,USSD,Low Fees,Opay,3.69,13.41,0,No,No,5
57,Male,Ibadan,Low,Intermediate,Digital Payments,Weekly,Web Platform,Security,Paga,2.72,16.61,1000,No,Yes,6
52,Male,Kaduna,Low,Novice,Investment Platforms,Weekly,USSD,Convenience,Carbon,3.27,18.73,2000,Yes,No,3
49,Male,Kaduna,Low,Expert,Mobile Banking App,Monthly,USSD,Convenience,Kuda,0.54,19.42,1000,No,Yes,1
59,Male,Abuja,Low,Novice,Micro-Lending,Daily,Web Platform,Convenience,Carbon,4.02,9.69,0,No,No,9
51,Female,Kaduna,Low,Novice,Mobile Banking App,Daily,Web Platform,Convenience,PalmPay,4.78,19.87,1000,No,No,2
60,Male,Abuja,Low,Novice,Digital Payments,Rarely,Mobile App,Convenience,Kuda,3.51,7.25,500,No,No,4
42,Male,Enugu,Low,Novice,Investment Platforms,Monthly,Agent Banking,Security,Carbon,4.33,10.59,1000,No,No,9
27,Female,Kaduna,Low,Intermediate,Blockchain Services,Rarely,Web Platform,Convenience,Opay,2.65,15.81,500,No,Yes,9
38,Male,Kano,Middle,Expert,Blockchain Services,Weekly,Web Platform,Low Fees,PalmPay,0.59,19.48,0,No,No,8
63,Female,Abuja,Low,Novice,Micro-Lending,Weekly,Agent Banking,Security,Carbon,4.96,3.43,500,No,No,4
56,Female,Kano,High,Novice,Blockchain Services,Rarely,Agent Banking,Low Fees,Kuda,0.76,19.05,1000,No,No,1
44,Male,Lagos,High,Expert,Micro-Lending,Weekly,Mobile App,Convenience,Paga,1.37,19.98,2000,No,No,7
44,Female,Abuja,Middle,Intermediate,Investment Platforms,Monthly,Mobile App,Speed,Carbon,0.74,18.42,500,No,Yes,2
19,Female,Lagos,Middle,Expert,Mobile Banking App,Weekly,USSD,Convenience,Opay,3.31,4.4,2000,No,No,8
58,Female,Port Harcourt,Low,Novice,Digital Payments,Daily,Mobile App,Security,Kuda,3.12,17.21,2000,No,No,2
30,Female,Kano,Low,Novice,Investment Platforms,Daily,Web Platform,Low Fees,Carbon,1.44,13.7,2000,Yes,No,3
26,Male,Port Harcourt,High,Novice,Investment Platforms,Weekly,Web Platform,Speed,Paga,4.8,2.67,2000,Yes,No,6
53,Female,Abuja,Low,Novice,Blockchain Services,Weekly,Agent Banking,Speed,PalmPay,4.61,19.73,1000,No,No,4
39,Male,Lagos,High,Intermediate,Blockchain Services,Daily,Mobile App,Speed,PalmPay,1.76,5.13,500,No,No,2
59,Female,Abuja,Middle,Novice,Digital Payments,Weekly,USSD,Low Fees,PalmPay,3.46,9.44,0,No,No,1
43,Female,Port Harcourt,Low,Intermediate,Mobile Banking App,Weekly,USSD,Security,FairMoney,4.35,3.03,0,No,Yes,3
29,Female,Abuja,Middle,Novice,Investment Platforms,Monthly,USSD,Speed,Kuda,2.12,7.92,500,No,No,4
34,Male,Enugu,Middle,Expert,Blockchain Services,Daily,USSD,Low Fees,FairMoney,1.64,12.45,0,Yes,No,9
31,Male,Ibadan,Low,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Paga,1.65,18.79,500,Yes,No,9
31,Male,Port Harcourt,Low,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Paga,4.19,19.83,1000,No,No,5
51,Female,Abuja,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Low Fees,Carbon,2.58,9.91,500,No,Yes,5
37,Female,Lagos,Middle,Novice,Mobile Banking App,Daily,Mobile App,Security,PalmPay,3.72,9.99,1000,No,No,7
28,Female,Abuja,Low,Novice,Investment Platforms,Weekly,Mobile App,Security,Kuda,3.43,5.31,500,No,No,8
33,Female,Lagos,Low,Novice,Investment Platforms,Daily,USSD,Speed,FairMoney,1.88,11.22,2000,No,Yes,3
48,Male,Ibadan,High,Expert,Digital Payments,Daily,USSD,Low Fees,FairMoney,1.44,18.95,2000,No,No,5
23,Female,Abuja,Middle,Intermediate,Investment Platforms,Daily,Agent Banking,Low Fees,PalmPay,1.07,5.39,1000,No,No,7
36,Male,Kaduna,Middle,Intermediate,Blockchain Services,Rarely,Agent Banking,Convenience,FairMoney,0.61,7.16,0,No,No,2
54,Female,Kaduna,High,Expert,Digital Payments,Rarely,USSD,Convenience,PalmPay,0.87,18.1,2000,No,No,9
21,Male,Ibadan,Low,Expert,Investment Platforms,Daily,Web Platform,Low Fees,Carbon,1.65,13.46,500,Yes,Yes,3
64,Male,Port Harcourt,Middle,Intermediate,Mobile Banking App,Weekly,Mobile App,Low Fees,Carbon,3.71,8.28,0,No,No,7
21,Female,Lagos,High,Intermediate,Investment Platforms,Rarely,Agent Banking,Low Fees,Carbon,1.2,16.72,0,No,Yes,9
37,Female,Kaduna,Middle,Intermediate,Mobile Banking App,Daily,USSD,Convenience,Opay,2.86,4.41,1000,No,No,9
27,Male,Enugu,Low,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Opay,1.6,17.52,0,No,No,3
41,Female,Port Harcourt,Low,Expert,Investment Platforms,Daily,Mobile App,Security,FairMoney,2.8,11.57,1000,No,No,2
52,Female,Lagos,Middle,Intermediate,Mobile Banking App,Rarely,USSD,Speed,Kuda,3.88,15.75,2000,No,Yes,5
43,Male,Ibadan,Low,Novice,Micro-Lending,Monthly,Web Platform,Speed,Kuda,1.7,11.57,2000,No,No,5
54,Male,Kaduna,High,Novice,Digital Payments,Daily,Web Platform,Speed,Carbon,2.07,6.81,0,No,Yes,8
55,Male,Kano,Low,Novice,Investment Platforms,Daily,Agent Banking,Speed,Paga,3.75,13.71,0,No,No,6
38,Male,Abuja,Low,Novice,Micro-Lending,Rarely,USSD,Convenience,Kuda,2.96,5.21,500,No,No,7
57,Female,Ibadan,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Convenience,FairMoney,0.93,6.52,500,Yes,No,8
56,Male,Lagos,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Low Fees,Opay,3.91,12.11,1000,No,No,9
38,Male,Lagos,High,Novice,Digital Payments,Daily,Agent Banking,Security,FairMoney,1.75,9.32,0,No,No,4
27,Male,Lagos,Middle,Intermediate,Micro-Lending,Monthly,Agent Banking,Security,FairMoney,2.23,15.54,0,No,No,5
55,Female,Lagos,High,Novice,Micro-Lending,Daily,Web Platform,Speed,Opay,1.6,12.71,500,No,No,4
63,Male,Abuja,Low,Novice,Investment Platforms,Monthly,Mobile App,Low Fees,PalmPay,2.95,9.17,1000,Yes,No,9
21,Female,Port Harcourt,Low,Novice,Mobile Banking App,Daily,Mobile App,Low Fees,Carbon,3.68,8.22,500,Yes,No,2
62,Male,Enugu,High,Expert,Blockchain Services,Daily,Web Platform,Convenience,FairMoney,4.11,18.48,0,Yes,Yes,8
37,Male,Kano,High,Novice,Investment Platforms,Weekly,Mobile App,Low Fees,Paga,4.65,3.2,1000,No,No,7
34,Female,Abuja,High,Novice,Investment Platforms,Monthly,USSD,Security,Carbon,2.12,14.59,2000,No,No,7
24,Male,Lagos,Middle,Intermediate,Investment Platforms,Weekly,Mobile App,Security,Opay,4.7,9.36,0,Yes,No,8
21,Male,Abuja,Low,Novice,Digital Payments,Daily,Web Platform,Low Fees,Paga,3.28,9.1,500,No,No,1
46,Female,Ibadan,Low,Novice,Digital Payments,Weekly,USSD,Convenience,Kuda,2.25,13.91,1000,No,Yes,1
31,Male,Enugu,High,Novice,Investment Platforms,Weekly,Agent Banking,Security,PalmPay,4.49,17.38,500,No,No,7
20,Male,Lagos,Low,Intermediate,Blockchain Services,Monthly,Web Platform,Convenience,FairMoney,3.11,15.18,2000,No,No,2
41,Male,Kano,Low,Intermediate,Micro-Lending,Weekly,Web Platform,Convenience,Opay,2.54,14.23,0,No,No,4
54,Male,Lagos,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Security,PalmPay,0.55,11.18,0,No,No,6
33,Female,Enugu,Low,Novice,Mobile Banking App,Weekly,USSD,Convenience,FairMoney,3.73,10.71,500,No,No,5
21,Male,Kano,High,Intermediate,Micro-Lending,Weekly,Web Platform,Speed,FairMoney,0.85,10.56,0,No,No,5
41,Female,Enugu,Low,Novice,Micro-Lending,Rarely,USSD,Speed,Carbon,1.8,5.05,500,Yes,Yes,6
51,Male,Kano,Middle,Novice,Blockchain Services,Weekly,USSD,Speed,Paga,4.83,12.29,500,No,Yes,7
47,Female,Port Harcourt,Middle,Novice,Micro-Lending,Weekly,Mobile App,Low Fees,Carbon,1.2,8.02,1000,No,Yes,2
35,Male,Kaduna,Middle,Intermediate,Blockchain Services,Weekly,Web Platform,Security,PalmPay,1.9,13.32,2000,No,No,4
36,Female,Port Harcourt,Middle,Novice,Digital Payments,Weekly,USSD,Speed,Opay,4.7,11.85,0,No,No,7
48,Male,Abuja,Low,Intermediate,Blockchain Services,Weekly,USSD,Convenience,PalmPay,2.02,18.95,0,No,Yes,5
36,Female,Abuja,Middle,Expert,Digital Payments,Weekly,Agent Banking,Speed,Opay,1.98,10.11,500,No,Yes,9
63,Female,Kano,Middle,Novice,Blockchain Services,Monthly,Mobile App,Convenience,PalmPay,3.42,14.13,2000,No,No,6
36,Male,Lagos,Middle,Novice,Investment Platforms,Weekly,Web Platform,Security,Carbon,1.09,12.87,1000,Yes,No,4
39,Female,Kaduna,Low,Novice,Digital Payments,Daily,USSD,Speed,PalmPay,4.88,14.48,500,No,No,4
41,Male,Ibadan,Low,Novice,Digital Payments,Daily,Mobile App,Security,Kuda,1.74,7.17,2000,No,No,3
62,Male,Ibadan,Low,Novice,Micro-Lending,Weekly,Web Platform,Speed,Carbon,4.04,7,0,No,No,6
29,Male,Lagos,Middle,Expert,Digital Payments,Daily,USSD,Convenience,PalmPay,1.79,12.29,1000,Yes,No,8
47,Male,Lagos,Low,Novice,Blockchain Services,Weekly,Web Platform,Convenience,PalmPay,1.74,17.36,1000,No,No,1
55,Male,Port Harcourt,High,Intermediate,Investment Platforms,Weekly,Web Platform,Low Fees,Paga,0.76,15.1,500,No,No,2
48,Female,Ibadan,Middle,Novice,Investment Platforms,Weekly,Mobile App,Low Fees,Carbon,1.04,11.06,500,No,No,4
53,Male,Kano,Middle,Expert,Micro-Lending,Monthly,Mobile App,Low Fees,Paga,2.85,6.96,1000,No,No,7
36,Male,Enugu,High,Expert,Blockchain Services,Weekly,Agent Banking,Speed,Carbon,3.1,15.79,0,Yes,No,2
62,Male,Abuja,Low,Intermediate,Blockchain Services,Rarely,Agent Banking,Security,Opay,4.17,18.71,0,No,No,8
53,Male,Enugu,High,Expert,Mobile Banking App,Weekly,Agent Banking,Speed,Carbon,0.77,6.23,1000,No,No,3
47,Male,Port Harcourt,Middle,Novice,Digital Payments,Weekly,USSD,Convenience,Carbon,2.1,16.48,500,No,No,2
50,Male,Ibadan,High,Novice,Micro-Lending,Daily,Agent Banking,Security,PalmPay,1.4,5.52,500,Yes,Yes,7
35,Female,Kaduna,High,Intermediate,Investment Platforms,Weekly,Web Platform,Convenience,Kuda,2.11,18.26,0,No,No,9
45,Female,Lagos,Low,Intermediate,Mobile Banking App,Daily,Mobile App,Low Fees,FairMoney,2.09,13.74,2000,No,No,4
64,Male,Kaduna,Low,Expert,Blockchain Services,Weekly,Web Platform,Convenience,Carbon,2.09,5.67,2000,No,No,2
28,Female,Kaduna,Middle,Novice,Digital Payments,Weekly,Mobile App,Speed,Paga,1.89,3.13,2000,No,No,9
62,Male,Ibadan,Middle,Novice,Investment Platforms,Weekly,Mobile App,Convenience,Kuda,3.94,14.66,0,No,No,5
50,Male,Kano,Low,Novice,Mobile Banking App,Daily,Web Platform,Convenience,Carbon,3.6,13.11,1000,No,No,7
34,Male,Port Harcourt,Low,Expert,Blockchain Services,Weekly,Web Platform,Convenience,Kuda,2.04,13.2,2000,No,No,5
23,Male,Lagos,Low,Expert,Investment Platforms,Weekly,USSD,Security,Opay,1.16,10.94,0,No,No,5
21,Male,Enugu,Middle,Intermediate,Investment Platforms,Weekly,Mobile App,Convenience,Kuda,2.83,13.25,0,Yes,No,6
37,Female,Kano,High,Intermediate,Blockchain Services,Rarely,Agent Banking,Convenience,Opay,4.63,17.78,500,No,No,5
64,Female,Enugu,Middle,Intermediate,Blockchain Services,Monthly,USSD,Low Fees,Kuda,1.06,19.16,500,No,No,8
44,Female,Abuja,Middle,Intermediate,Micro-Lending,Daily,Agent Banking,Low Fees,Kuda,3.89,8.53,0,No,No,4
32,Female,Port Harcourt,Low,Novice,Investment Platforms,Weekly,USSD,Speed,Paga,3.2,11.04,500,No,No,3
23,Male,Kano,Low,Intermediate,Blockchain Services,Weekly,Mobile App,Low Fees,FairMoney,3.15,7.28,500,No,Yes,3
64,Female,Kano,Middle,Novice,Mobile Banking App,Monthly,Web Platform,Convenience,Paga,4.71,9.7,500,Yes,Yes,2
31,Male,Enugu,High,Intermediate,Digital Payments,Monthly,Web Platform,Low Fees,PalmPay,4.8,16.43,0,No,No,8
28,Female,Lagos,Low,Novice,Micro-Lending,Daily,Mobile App,Security,Kuda,1.6,9.94,2000,No,No,7
56,Female,Abuja,Middle,Intermediate,Blockchain Services,Monthly,Web Platform,Speed,Opay,4.14,9.35,500,Yes,Yes,6
26,Female,Enugu,High,Expert,Digital Payments,Daily,Mobile App,Low Fees,Kuda,3.29,17.38,0,No,No,2
43,Female,Kano,High,Intermediate,Micro-Lending,Monthly,Mobile App,Speed,Carbon,2.34,2.52,0,No,No,2
33,Male,Port Harcourt,Low,Intermediate,Investment Platforms,Daily,Mobile App,Speed,Opay,3.5,17.41,1000,No,Yes,1
22,Female,Kano,Low,Intermediate,Digital Payments,Daily,USSD,Speed,Carbon,4.8,5.67,1000,Yes,No,2
27,Female,Ibadan,Low,Intermediate,Micro-Lending,Monthly,Web Platform,Security,PalmPay,2.83,7.3,2000,No,No,9
20,Male,Port Harcourt,Middle,Novice,Blockchain Services,Weekly,USSD,Convenience,Carbon,4.73,8.83,1000,No,No,1
30,Male,Port Harcourt,High,Intermediate,Blockchain Services,Rarely,Agent Banking,Security,PalmPay,3.39,17.91,0,No,No,4
60,Female,Kano,Low,Novice,Micro-Lending,Daily,Mobile App,Speed,PalmPay,2.67,18.4,1000,No,No,2
47,Male,Lagos,Low,Intermediate,Investment Platforms,Weekly,Web Platform,Low Fees,PalmPay,3.4,14.07,500,No,No,5
62,Male,Port Harcourt,High,Intermediate,Micro-Lending,Monthly,Agent Banking,Low Fees,Carbon,3.21,10.19,1000,No,No,8
